Time_Sec,UTC,Latitude,Longitude,Smoothed_Latitude,Smoothed_Longitude,UTM_X,UTM_Y,UTM_Z,Smoothed_UTM_X,Smoothed_UTM_Y,Yaw_Deg,Target_WP_Index,Target_WP_X,Target_WP_Y,Target_Latitude,Target_Longitude,Command_V,Command_W,Left_RPM,Right_RPM,Actual_Left_RPM,Actual_Right_RPM,Left_DAC,Right_DAC,RTK_Fix_Status
0.025,115823.20,10.48525300,76.44419000,10.48525300,76.44419000,658051.631,1159427.125,108.00,658051.631,1159427.125,123.5,1,635698.433,1193167.705,10.79120000,76.24120462,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.075,115823.20,10.48525300,76.44419000,10.48525300,76.44419000,658051.631,1159427.125,108.00,658051.631,1159427.125,123.5,1,635698.433,1193167.705,10.79120000,76.24120462,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.121,115823.20,10.48525300,76.44419000,10.48525300,76.44419000,658051.631,1159427.125,108.00,658051.631,1159427.125,123.5,1,635698.433,1193167.705,10.79120000,76.24120462,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.175,115823.20,10.48525300,76.44419000,10.48525300,76.44419000,658051.631,1159427.125,108.00,658051.631,1159427.125,123.5,1,635698.433,1193167.705,10.79120000,76.24120462,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.221,115823.40,10.48525300,76.44419000,10.48525300,76.44419000,658052.197,1159426.802,108.00,658051.858,1159426.996,77.6,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.275,115823.40,10.48525300,76.44419000,10.48525300,76.44419000,658052.197,1159426.802,108.00,658051.993,1159426.918,77.6,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.321,115823.40,10.48525300,76.44419000,10.48525300,76.44419000,658052.197,1159426.802,108.00,658052.075,1159426.872,77.6,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.375,115823.40,10.48525300,76.44419000,10.48525300,76.44419000,658052.197,1159426.802,108.00,658052.124,1159426.844,77.6,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.428,115823.40,10.48525300,76.44419000,10.48525300,76.44419000,658052.197,1159426.802,108.00,658052.153,1159426.827,77.6,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.474,115823.40,10.48525300,76.44419000,10.48525300,76.44419000,658052.197,1159426.802,108.00,658052.171,1159426.817,77.6,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.529,115823.60,10.48525300,76.44419000,10.48525300,76.44419000,658051.912,1159426.757,108.00,658052.067,1159426.793,31.1,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.575,115823.60,10.48525300,76.44419000,10.48525300,76.44419000,658051.912,1159426.757,108.00,658052.005,1159426.779,31.1,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.628,115823.60,10.48525300,76.44419000,10.48525300,76.44419000,658051.912,1159426.757,108.00,658051.968,1159426.770,31.1,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.675,115823.60,10.48525300,76.44419000,10.48525300,76.44419000,658051.912,1159426.757,108.00,658051.945,1159426.765,31.1,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.730,115823.80,10.48525300,76.44419000,10.48525300,76.44419000,658051.679,1159426.933,108.00,658051.839,1159426.832,73.0,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.775,115823.80,10.48525300,76.44419000,10.48525300,76.44419000,658051.679,1159426.933,108.00,658051.775,1159426.873,73.0,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.829,115823.80,10.48525300,76.44419000,10.48525300,76.44419000,658051.679,1159426.933,108.00,658051.737,1159426.897,73.0,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.874,115823.80,10.48525300,76.44419000,10.48525300,76.44419000,658051.679,1159426.933,108.00,658051.714,1159426.911,73.0,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.930,115824.00,10.48525300,76.44419000,10.48525300,76.44419000,658051.883,1159426.765,108.00,658051.782,1159426.853,73.0,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.983,115824.00,10.48525300,76.44419000,10.48525300,76.44419000,658051.883,1159426.765,108.00,658051.822,1159426.818,73.0,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.029,115824.00,10.48525300,76.44419000,10.48525300,76.44419000,658051.883,1159426.765,108.00,658051.847,1159426.797,73.0,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.083,115824.00,10.48525300,76.44419000,10.48525300,76.44419000,658051.883,1159426.765,108.00,658051.861,1159426.784,73.0,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.130,115824.20,10.48525300,76.44419000,10.48525300,76.44419000,658051.883,1159426.765,108.00,658051.870,1159426.777,32.9,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.183,115824.20,10.48525300,76.44419000,10.48525300,76.44419000,658051.883,1159426.765,108.00,658051.875,1159426.772,32.9,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.230,115824.40,10.48525300,76.44419000,10.48525300,76.44419000,658051.685,1159426.923,108.00,658051.799,1159426.833,32.9,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.283,115824.40,10.48525300,76.44419000,10.48525300,76.44419000,658051.685,1159426.923,108.00,658051.754,1159426.869,32.9,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.329,115824.40,10.48525300,76.44419000,10.48525300,76.44419000,658051.685,1159426.923,108.00,658051.726,1159426.891,32.9,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.383,115824.40,10.48525300,76.44419000,10.48525300,76.44419000,658051.685,1159426.923,108.00,658051.710,1159426.904,32.9,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.429,115824.40,10.48525300,76.44419000,10.48525300,76.44419000,658051.685,1159426.923,108.00,658051.700,1159426.912,32.9,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.483,115824.40,10.48525300,76.44419000,10.48525300,76.44419000,658051.685,1159426.923,108.00,658051.694,1159426.916,32.9,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.538,115824.60,10.48525300,76.44419000,10.48525300,76.44419000,658051.685,1159426.923,108.00,658051.691,1159426.919,67.5,1,635698.433,1193167.705,10.79120000,76.24120462,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.209,115825.20,10.48525300,76.44419000,10.48525300,76.44419000,658052.197,1159426.802,108.00,658051.893,1159426.872,123.5,1,635698.433,1193167.705,10.79120000,76.24120462,0.366,-0.000,0.0,0.0,0.0,-0.2,0,0,RTK FIXED
2.244,115825.20,10.48525300,76.44419000,10.48525300,76.44419000,658052.197,1159426.802,108.00,658052.015,1159426.844,123.5,1,635698.433,1193167.705,10.79120000,76.24120462,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
