Time_Sec,UTC,Latitude,Longitude,Smoothed_Latitude,Smoothed_Longitude,UTM_X,UTM_Y,UTM_Z,Smoothed_UTM_X,Smoothed_UTM_Y,Yaw_Deg,Target_WP_Index,Target_WP_X,Target_WP_Y,Target_Latitude,Target_Longitude,Command_V,Command_W,Left_RPM,Right_RPM,Actual_Left_RPM,Actual_Right_RPM,Left_DAC,Right_DAC,RTK_Fix_Status
0.029,095359.20,10.48525200,76.44419000,10.48525200,76.44419000,658052.179,1159426.680,108.30,658052.179,1159426.680,121.2,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.070,095359.20,10.48525200,76.44419000,10.48525200,76.44419000,658052.179,1159426.680,108.30,658052.179,1159426.680,121.2,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.125,095359.40,10.48525200,76.44419000,10.48525200,76.44419000,658052.185,1159426.684,108.30,658052.181,1159426.682,121.2,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,0.001,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.170,095359.40,10.48525200,76.44419000,10.48525200,76.44419000,658052.185,1159426.684,108.30,658052.183,1159426.683,121.2,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,0.001,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.224,095359.40,10.48525200,76.44419000,10.48525200,76.44419000,658052.185,1159426.684,108.30,658052.183,1159426.683,121.2,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,0.001,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.270,095359.40,10.48525200,76.44419000,10.48525200,76.44419000,658052.185,1159426.684,108.30,658052.184,1159426.683,121.2,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,0.001,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.324,095359.40,10.48525200,76.44419000,10.48525200,76.44419000,658052.185,1159426.684,108.30,658052.184,1159426.683,121.2,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,0.001,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.371,095359.40,10.48525200,76.44419000,10.48525200,76.44419000,658052.185,1159426.684,108.30,658052.184,1159426.684,121.2,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,0.001,0.0,0.0,0.0,0.5,0,0,RTK FIXED
0.425,095359.60,10.48525200,76.44419000,10.48525200,76.44419000,658052.185,1159426.684,108.30,658052.185,1159426.684,121.2,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,0.001,0.0,0.0,0.0,-0.5,0,0,RTK FIXED
0.470,095359.60,10.48525200,76.44419000,10.48525200,76.44419000,658052.185,1159426.684,108.30,658052.185,1159426.684,121.2,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,0.001,0.0,0.0,0.0,0.0,0,0,RTK FIXED
