Time_Sec,UTC,Latitude,Longitude,Smoothed_Latitude,Smoothed_Longitude,UTM_X,UTM_Y,UTM_Z,Smoothed_UTM_X,Smoothed_UTM_Y,Yaw_Deg,Target_WP_Index,Target_WP_X,Target_WP_Y,Target_Latitude,Target_Longitude,Command_V,Command_W,Left_RPM,Right_RPM,Actual_Left_RPM,Actual_Right_RPM,Left_DAC,Right_DAC,RTK_Fix_Status
0.027,113650.00,10.48620400,76.44447700,10.48620400,76.44447700,658082.969,1159532.072,110.50,658082.969,1159532.072,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.070,113650.00,10.48620400,76.44447700,10.48620400,76.44447700,658082.969,1159532.072,110.50,658082.969,1159532.072,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.124,113650.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658082.992,1159532.076,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.005,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.170,113650.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.006,1159532.079,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.005,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.224,113650.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.014,1159532.080,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.005,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.270,113650.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.019,1159532.081,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.005,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.324,113650.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.022,1159532.081,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.005,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.370,113650.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.024,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.005,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.424,113650.40,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.025,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.009,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.478,113650.40,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.009,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.524,113650.40,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.009,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.578,113650.40,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.009,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.624,113650.60,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.011,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.678,113650.60,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.011,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.724,113650.60,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.011,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.778,113650.60,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.011,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.825,113650.80,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.012,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.878,113650.80,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.012,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.924,113650.80,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.012,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.978,113650.80,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.012,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.033,113651.00,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.013,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.078,113651.00,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.013,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.132,113651.00,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.013,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.178,113651.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.014,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.232,113651.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.014,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.279,113651.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.014,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.332,113651.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.014,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.386,113651.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.014,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.432,113651.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.014,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.487,113651.40,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.014,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.532,113651.40,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.014,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.586,113651.40,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.014,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.633,113651.60,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.686,113651.60,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.732,113651.60,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.786,113651.60,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.833,113651.80,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.886,113651.80,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.941,113651.80,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.987,113651.80,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.041,113652.00,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.087,113652.00,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.141,113652.00,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.187,113652.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.241,113652.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.287,113652.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.341,113652.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.386,113652.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.015,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.441,113652.40,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.016,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.495,113652.40,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.016,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.542,113652.60,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.016,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.595,113652.60,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.016,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.641,113652.60,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.016,0.0,0.0,0.0,0.0,0,0,RTK FIXED
2.695,113652.60,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,106.0,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,0.016,0.0,0.0,0.0,0.0,0,0,RTK FIXED
3.367,113653.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,107.9,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,-0.000,0.0,0.0,0.0,0.1,0,0,RTK FIXED
3.402,113653.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,107.9,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
3.456,113653.20,10.48620400,76.44447700,10.48620400,76.44447700,658083.026,1159532.082,110.50,658083.026,1159532.082,107.9,1,658082.483,1159533.766,10.48621600,76.44447293,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
