Time_Sec,UTC,Latitude,Longitude,Smoothed_Latitude,Smoothed_Longitude,UTM_X,UTM_Y,UTM_Z,Smoothed_UTM_X,Smoothed_UTM_Y,Yaw_Deg,Target_WP_Index,Target_WP_X,Target_WP_Y,Target_Latitude,Target_Longitude,Command_V,Command_W,Left_RPM,Right_RPM,Actual_Left_RPM,Actual_Right_RPM,Left_DAC,Right_DAC,RTK_Fix_Status
0.029,094716.40,10.48527100,76.44419500,10.48527100,76.44419500,658052.212,1159428.937,108.00,658052.212,1159428.937,-124.3,1,658051.686,1159428.165,10.48526250,76.44418717,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.071,094716.40,10.48527100,76.44419500,10.48527100,76.44419500,658052.212,1159428.937,108.00,658052.212,1159428.937,-124.3,1,658051.686,1159428.165,10.48526250,76.44418717,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.125,094716.40,10.48527100,76.44419500,10.48527100,76.44419500,658052.212,1159428.937,108.00,658052.212,1159428.937,-124.3,1,658051.686,1159428.165,10.48526250,76.44418717,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.171,094716.40,10.48527100,76.44419500,10.48527100,76.44419500,658052.212,1159428.937,108.00,658052.212,1159428.937,-124.3,1,658051.686,1159428.165,10.48526250,76.44418717,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.226,094716.60,10.48527100,76.44419500,10.48527100,76.44419500,658052.756,1159429.409,108.00,658052.430,1159429.126,-74.7,1,658051.686,1159428.165,10.48526250,76.44418717,0.332,-0.218,0.0,0.0,0.0,0.5,0,0,RTK FIXED
0.271,094716.60,10.48527100,76.44419500,10.48527100,76.44419500,658052.756,1159429.409,108.00,658052.560,1159429.239,-74.7,1,658051.686,1159428.165,10.48526250,76.44418717,0.332,-0.218,0.0,0.0,0.0,-0.6,0,0,RTK FIXED
0.325,094716.60,10.48527100,76.44419500,10.48527100,76.44419500,658052.756,1159429.409,108.00,658052.639,1159429.307,-74.7,1,658051.686,1159428.165,10.48526250,76.44418717,0.332,-0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.371,094716.60,10.48527100,76.44419500,10.48527100,76.44419500,658052.756,1159429.409,108.00,658052.686,1159429.348,-74.7,1,658051.686,1159428.165,10.48526250,76.44418717,0.332,-0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.425,094716.60,10.48527100,76.44419500,10.48527100,76.44419500,658052.756,1159429.409,108.00,658052.714,1159429.373,-74.7,1,658051.686,1159428.165,10.48526250,76.44418717,0.332,-0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.472,094716.80,10.48527100,76.44419500,10.48527100,76.44419500,658052.451,1159429.469,108.00,658052.609,1159429.411,-26.4,1,658051.686,1159428.165,10.48526250,76.44418717,0.332,-0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.525,094716.80,10.48527100,76.44419500,10.48527100,76.44419500,658052.451,1159429.469,108.00,658052.546,1159429.434,-26.4,1,658051.686,1159428.165,10.48526250,76.44418717,0.332,-0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
