Time_Sec,UTC,Latitude,Longitude,Smoothed_Latitude,Smoothed_Longitude,UTM_X,UTM_Y,UTM_Z,Smoothed_UTM_X,Smoothed_UTM_Y,Yaw_Deg,Target_WP_Index,Target_WP_X,Target_WP_Y,Target_Latitude,Target_Longitude,Command_V,Command_W,Left_RPM,Right_RPM,Actual_Left_RPM,Actual_Right_RPM,Left_DAC,Right_DAC,RTK_Fix_Status
0.646,101052.40,10.48525300,76.44418500,10.48525300,76.44418500,658051.036,1159426.692,108.00,658051.036,1159426.692,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,-0.000,10.0,10.0,0.0,0.0,450,450,RTK FIXED
0.681,101052.40,10.48525300,76.44418500,10.48525300,76.44418500,658051.036,1159426.692,108.00,658051.036,1159426.692,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,-0.000,10.0,10.0,0.0,0.0,900,900,RTK FIXED
0.734,101052.40,10.48525300,76.44418500,10.48525300,76.44418500,658051.036,1159426.692,108.00,658051.036,1159426.692,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,-0.000,10.0,10.0,0.0,0.0,1350,1350,RTK FIXED
0.781,101052.40,10.48525300,76.44418500,10.48525300,76.44418500,658051.036,1159426.692,108.00,658051.036,1159426.692,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,-0.000,10.0,10.0,0.0,0.0,1800,1800,RTK FIXED
0.834,101052.40,10.48525300,76.44418500,10.48525300,76.44418500,658051.036,1159426.692,108.00,658051.036,1159426.692,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,-0.000,10.0,10.0,0.0,0.0,2047,2047,RTK FIXED
0.881,101052.40,10.48525300,76.44418500,10.48525300,76.44418500,658051.036,1159426.692,108.00,658051.036,1159426.692,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,-0.000,10.0,10.0,0.0,0.0,2047,2047,RTK FIXED
0.935,101052.60,10.48525300,76.44418500,10.48525300,76.44418500,658052.036,1159426.995,108.00,658051.436,1159426.813,91.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.332,0.218,6.7,10.0,0.0,0.0,1597,2047,RTK FIXED
0.980,101052.60,10.48525300,76.44418500,10.48525300,76.44418500,658052.036,1159426.995,108.00,658051.676,1159426.886,91.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.332,0.218,6.7,10.0,0.0,0.6,1372,2047,RTK FIXED
1.035,101052.60,10.48525300,76.44418500,10.48525300,76.44418500,658052.036,1159426.995,108.00,658051.820,1159426.930,91.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.332,0.218,6.7,10.0,0.5,1.4,1372,2047,RTK FIXED
1.081,101052.60,10.48525300,76.44418500,10.48525300,76.44418500,658052.036,1159426.995,108.00,658051.906,1159426.956,91.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.332,0.218,6.7,10.0,-0.5,1.1,1372,2047,RTK FIXED
