Time_Sec,UTC,Latitude,Longitude,Smoothed_Latitude,Smoothed_Longitude,UTM_X,UTM_Y,UTM_Z,Smoothed_UTM_X,Smoothed_UTM_Y,Yaw_Deg,Target_WP_Index,Target_WP_X,Target_WP_Y,Target_Latitude,Target_Longitude,Command_V,Command_W,Left_RPM,Right_RPM,Actual_Left_RPM,Actual_Right_RPM,Left_DAC,Right_DAC,RTK_Fix_Status
0.031,083013.40,10.48525400,76.44419000,10.48525400,76.44419000,658052.178,1159426.902,108.20,658052.178,1159426.902,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.072,083013.60,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.190,1159426.909,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.011,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.125,083013.60,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.198,1159426.914,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.011,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.171,083013.60,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.202,1159426.917,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.011,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.225,083013.60,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.205,1159426.918,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.011,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.272,083013.80,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.207,1159426.919,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.019,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.325,083013.80,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.208,1159426.920,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.019,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.371,083013.80,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.208,1159426.920,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.019,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.425,083013.80,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.019,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.472,083014.00,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.023,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.525,083014.00,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.023,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.580,083014.20,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.026,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.625,083014.20,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.026,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.679,083014.20,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.026,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.725,083014.20,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.026,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.780,083014.40,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.028,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.825,083014.40,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.028,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.879,083014.40,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.028,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.925,083014.40,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.028,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.979,083014.40,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.028,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.025,083014.40,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.028,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.080,083014.60,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.029,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.133,083014.60,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.029,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.180,083014.60,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.029,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.234,083014.80,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.030,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.280,083014.80,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.030,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.333,083014.80,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.030,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.380,083014.80,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.030,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.434,083015.00,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.031,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.480,083015.00,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.031,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.535,083015.00,10.48525400,76.44419000,10.48525400,76.44419000,658052.209,1159426.921,108.20,658052.209,1159426.921,125.8,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.031,0.0,0.0,0.0,0.0,0,0,RTK FIXED
