Time_Sec,UTC,Latitude,Longitude,Smoothed_Latitude,Smoothed_Longitude,UTM_X,UTM_Y,UTM_Z,Smoothed_UTM_X,Smoothed_UTM_Y,Yaw_Deg,Target_WP_Index,Target_WP_X,Target_WP_Y,Target_Latitude,Target_Longitude,Command_V,Command_W,Left_RPM,Right_RPM,Actual_Left_RPM,Actual_Right_RPM,Left_DAC,Right_DAC,RTK_Fix_Status
0.646,052919.60,10.48525200,76.44418700,10.48525200,76.44418700,658051.850,1159426.679,107.90,658051.850,1159426.679,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,0.000,10.0,10.0,0.0,0.0,450,450,RTK FIXED
0.680,052919.80,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.826,1159426.668,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.004,10.0,9.9,0.0,0.0,900,900,RTK FIXED
0.733,052919.80,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.812,1159426.662,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.004,10.0,9.9,0.0,0.0,1350,1350,RTK FIXED
0.780,052919.80,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.803,1159426.658,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.004,10.0,9.9,0.0,0.0,1800,1800,RTK FIXED
0.833,052919.80,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.798,1159426.656,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.004,10.0,9.9,0.0,0.0,2047,2034,RTK FIXED
0.880,052920.00,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.795,1159426.655,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.012,10.0,9.8,0.0,0.0,2047,2008,RTK FIXED
0.933,052920.00,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.793,1159426.654,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.012,10.0,9.8,0.0,0.0,2047,2008,RTK FIXED
0.988,052920.00,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.792,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.012,10.0,9.8,-0.5,0.5,2047,2008,RTK FIXED
1.033,052920.00,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.791,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.012,10.0,9.8,0.0,0.5,2047,2008,RTK FIXED
1.088,052920.20,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.791,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.017,10.0,9.7,0.0,2.3,2047,1989,RTK FIXED
1.133,052920.20,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.017,10.0,9.7,0.5,2.7,2047,1989,RTK FIXED
1.188,052920.40,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.021,10.0,9.7,0.0,4.6,2047,1977,RTK FIXED
1.233,052920.40,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.021,10.0,9.7,0.0,4.4,2047,1977,RTK FIXED
1.287,052920.40,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.021,10.0,9.7,0.0,4.2,2047,1977,RTK FIXED
1.333,052920.40,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.021,10.0,9.7,0.0,4.4,2047,1977,RTK FIXED
1.388,052920.60,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.024,10.0,9.6,-0.5,4.5,2047,1969,RTK FIXED
1.434,052920.60,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.024,10.0,9.6,0.0,5.4,2047,1969,RTK FIXED
1.487,052920.60,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.024,10.0,9.6,0.5,5.6,2047,1969,RTK FIXED
1.533,052920.60,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.024,10.0,9.6,-0.5,6.0,2047,1969,RTK FIXED
1.587,052920.60,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.024,10.0,9.6,0.0,6.5,2047,1969,RTK FIXED
1.641,052920.60,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.024,10.0,9.6,0.0,7.0,2047,1969,RTK FIXED
1.688,052920.80,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.025,10.0,9.6,0.0,8.5,2047,1964,RTK FIXED
1.741,052920.80,10.48525200,76.44418700,10.48525200,76.44418700,658051.790,1159426.653,107.90,658051.790,1159426.653,109.9,1,658051.359,1159428.035,10.48526133,76.44418417,0.365,-0.025,10.0,9.6,0.0,10.3,2047,1964,RTK FIXED
