Time_Sec,UTC,Latitude,Longitude,Smoothed_Latitude,Smoothed_Longitude,UTM_X,UTM_Y,UTM_Z,Smoothed_UTM_X,Smoothed_UTM_Y,Yaw_Deg,Target_WP_Index,Target_WP_X,Target_WP_Y,Target_Latitude,Target_Longitude,Command_V,Command_W,Left_RPM,Right_RPM,Actual_Left_RPM,Actual_Right_RPM,Left_DAC,Right_DAC,RTK_Fix_Status
0.649,120112.20,10.48525900,76.44417500,10.48525900,76.44417500,658050.029,1159427.599,108.00,658050.029,1159427.599,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.683,120112.20,10.48525900,76.44417500,10.48525900,76.44417500,658050.029,1159427.599,108.00,658050.029,1159427.599,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.737,120112.40,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.018,1159427.625,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.366,-0.017,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.783,120112.40,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.012,1159427.640,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.366,-0.017,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.837,120112.40,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.009,1159427.649,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.366,-0.017,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.883,120112.40,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.006,1159427.654,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.366,-0.017,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.937,120112.40,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.005,1159427.657,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.366,-0.017,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.984,120112.40,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.004,1159427.659,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.366,-0.017,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.037,120112.60,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.004,1159427.660,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.365,-0.027,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.091,120112.60,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.003,1159427.661,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.365,-0.027,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.137,120112.60,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.003,1159427.661,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.365,-0.027,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.191,120112.60,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.003,1159427.662,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.365,-0.027,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.237,120112.80,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.003,1159427.662,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.365,-0.033,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.290,120112.80,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.003,1159427.662,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.365,-0.033,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.337,120112.80,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.003,1159427.662,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.365,-0.033,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.391,120112.80,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.003,1159427.662,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.365,-0.033,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.437,120112.80,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.003,1159427.662,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.365,-0.033,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.492,120113.00,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.003,1159427.662,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.365,-0.037,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.537,120113.00,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.003,1159427.662,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.365,-0.037,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.592,120113.20,10.48525900,76.44417500,10.48525900,76.44417500,658050.003,1159427.662,108.00,658050.003,1159427.662,18.8,1,658051.686,1159428.165,10.48526250,76.44418717,0.365,-0.039,0.0,0.0,0.0,0.0,0,0,RTK FIXED
