Time_Sec,UTC,Latitude,Longitude,Smoothed_Latitude,Smoothed_Longitude,UTM_X,UTM_Y,UTM_Z,Smoothed_UTM_X,Smoothed_UTM_Y,Yaw_Deg,Target_WP_Index,Target_WP_X,Target_WP_Y,Target_Latitude,Target_Longitude,Command_V,Command_W,Left_RPM,Right_RPM,Actual_Left_RPM,Actual_Right_RPM,Left_DAC,Right_DAC,RTK_Fix_Status
0.026,101204.60,10.48525300,76.44418900,10.48525300,76.44418900,658051.473,1159426.694,108.00,658051.473,1159426.694,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.068,101204.60,10.48525300,76.44418900,10.48525300,76.44418900,658051.473,1159426.694,108.00,658051.473,1159426.694,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.122,101204.60,10.48525300,76.44418900,10.48525300,76.44418900,658051.473,1159426.694,108.00,658051.473,1159426.694,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.178,101204.80,10.48525300,76.44418900,10.48525300,76.44418900,658051.473,1159426.694,108.00,658051.473,1159426.694,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.222,101204.80,10.48525300,76.44418900,10.48525300,76.44418900,658051.473,1159426.694,108.00,658051.473,1159426.694,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.276,101204.80,10.48525300,76.44418900,10.48525300,76.44418900,658051.473,1159426.694,108.00,658051.473,1159426.694,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.322,101204.80,10.48525300,76.44418900,10.48525300,76.44418900,658051.473,1159426.694,108.00,658051.473,1159426.694,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.376,101204.80,10.48525300,76.44418900,10.48525300,76.44418900,658051.473,1159426.694,108.00,658051.473,1159426.694,123.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.423,101205.00,10.48525300,76.44418900,10.48525300,76.44418900,658052.474,1159426.997,108.00,658051.874,1159426.815,91.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.476,101205.00,10.48525300,76.44418900,10.48525300,76.44418900,658052.474,1159426.997,108.00,658052.114,1159426.888,91.5,1,635698.964,1193167.707,10.79120000,76.24120947,0.332,0.218,0.0,0.0,0.0,0.0,0,0,RTK FIXED
