Time_Sec,UTC,Latitude,Longitude,Smoothed_Latitude,Smoothed_Longitude,UTM_X,UTM_Y,UTM_Z,Smoothed_UTM_X,Smoothed_UTM_Y,Yaw_Deg,Target_WP_Index,Target_WP_X,Target_WP_Y,Target_Latitude,Target_Longitude,Command_V,Command_W,Left_RPM,Right_RPM,Actual_Left_RPM,Actual_Right_RPM,Left_DAC,Right_DAC,RTK_Fix_Status
0.026,060331.40,10.48525200,76.44418800,10.48525200,76.44418800,658051.963,1159426.681,108.00,658051.963,1159426.681,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.075,060331.60,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.965,1159426.682,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.121,060331.60,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.966,1159426.683,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.174,060331.60,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.967,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.221,060331.60,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.968,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.275,060331.80,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.968,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.321,060331.80,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.968,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.374,060331.80,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.968,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.421,060331.80,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.968,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.475,060332.00,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.528,060332.00,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.575,060332.20,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.629,060332.20,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.674,060332.20,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.729,060332.20,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.775,060332.40,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.829,060332.40,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.875,060332.40,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.929,060332.40,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.976,060332.60,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.029,060332.60,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.083,060332.60,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.129,060332.60,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.183,060332.60,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,108.00,658051.969,1159426.684,121.7,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.855,060333.40,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,107.90,658051.969,1159426.684,121.9,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,-0.001,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.890,060333.40,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,107.90,658051.969,1159426.684,121.9,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,-0.001,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.936,060333.40,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,107.90,658051.969,1159426.684,121.9,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,-0.001,0.0,0.0,0.0,0.0,0,0,RTK FIXED
1.990,060333.40,10.48525200,76.44418800,10.48525200,76.44418800,658051.969,1159426.684,107.90,658051.969,1159426.684,121.9,1,658051.140,1159428.015,10.48526117,76.44418217,0.366,-0.001,0.0,0.0,0.0,0.0,0,0,RTK FIXED
