Time_Sec,UTC,Latitude,Longitude,Smoothed_Latitude,Smoothed_Longitude,UTM_X,UTM_Y,UTM_Z,Smoothed_UTM_X,Smoothed_UTM_Y,Yaw_Deg,Target_WP_Index,Target_WP_X,Target_WP_Y,Target_Latitude,Target_Longitude,Command_V,Command_W,Left_RPM,Right_RPM,Actual_Left_RPM,Actual_Right_RPM,Left_DAC,Right_DAC,RTK_Fix_Status
0.024,082414.20,10.48525300,76.44418900,10.48525300,76.44418900,658052.069,1159426.790,108.30,658052.069,1159426.790,119.7,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.074,082414.20,10.48525300,76.44418900,10.48525300,76.44418900,658052.069,1159426.790,108.30,658052.069,1159426.790,119.7,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.120,082414.40,10.48525300,76.44418900,10.48525300,76.44418900,658052.066,1159426.789,108.30,658052.068,1159426.790,119.7,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.174,082414.40,10.48525300,76.44418900,10.48525300,76.44418900,658052.066,1159426.789,108.30,658052.067,1159426.790,119.7,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.219,082414.40,10.48525300,76.44418900,10.48525300,76.44418900,658052.066,1159426.789,108.30,658052.067,1159426.789,119.7,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.274,082414.40,10.48525300,76.44418900,10.48525300,76.44418900,658052.066,1159426.789,108.30,658052.067,1159426.789,119.7,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.328,082414.40,10.48525300,76.44418900,10.48525300,76.44418900,658052.066,1159426.789,108.30,658052.067,1159426.789,119.7,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.374,082414.40,10.48525300,76.44418900,10.48525300,76.44418900,658052.066,1159426.789,108.30,658052.067,1159426.789,119.7,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.428,082414.60,10.48525300,76.44418900,10.48525300,76.44418900,658052.066,1159426.789,108.30,658052.066,1159426.789,119.7,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.481,082414.60,10.48525300,76.44418900,10.48525300,76.44418900,658052.066,1159426.789,108.30,658052.066,1159426.789,119.7,1,658051.359,1159428.035,10.48526133,76.44418417,0.366,-0.000,0.0,0.0,0.0,0.0,0,0,RTK FIXED
